Time,1,2,3
26.145748,-4760.718913,-43878.727422,-28723.505583
26.149776,-4757.476420,-43875.675663,-28714.827146
26.153804,-4751.372904,-43869.286045,-28701.332653
26.157832,-4743.075936,-43860.702975,-28686.359964
26.161860,-4735.923378,-43853.741152,-28674.486718
26.165888,-4730.964271,-43847.542268,-28665.522178
26.169916,-4730.392066,-43844.156724,-28660.420020
26.173944,-4730.249015,-43844.204407,-28659.800131
26.177972,-4729.962913,-43844.061356,-28658.798773
26.182000,-4729.295341,-43843.775254,-28657.463629
26.186028,-4730.296699,-43845.682603,-28655.174810
26.190056,-4729.772178,-43847.923738,-28655.413229
26.194084,-4729.676810,-43847.160798,-28654.459554
26.198112,-4731.011955,-43848.448258,-28654.173452
26.202140,-4732.347099,-43849.306565,-28654.221136
26.206168,-4730.535117,-43847.303849,-28655.317861
26.210196,-4730.105964,-43844.681244,-28654.745657
26.214224,-4730.249015,-43845.587235,-28653.553564
26.218252,-4731.059638,-43845.348817,-28653.029043
26.222280,-4731.488792,-43845.730286,-28653.839666
26.226308,-4732.919304,-43847.876054,-28654.459554
26.230336,-4733.348457,-43848.829728,-28655.174810
26.234364,-4733.157722,-43848.162156,-28656.509955
26.238392,-4731.822578,-43847.017747,-28657.988150
26.242420,-4731.727210,-43848.019105,-28658.608038
26.246448,-4733.062355,-43847.733003,-28659.418662
26.250476,-4733.539192,-43849.497300,-28659.800131
26.254504,-4734.683601,-43850.307924,-28660.753806
26.258532,-4735.208122,-43852.024538,-28660.992224
26.262560,-4735.732643,-43852.644426,-28661.612113
26.266588,-4736.686318,-43854.790193,-28662.232001
26.270616,-4738.545983,-43855.362398,-28664.330085
26.274644,-4738.355248,-43855.553133,-28665.903648
26.278672,-4738.927452,-43855.934603,-28667.477210
26.282700,-4740.453332,-43856.411440,-28667.763313
26.286728,-4739.690392,-43855.505449,-28668.287834
26.290756,-4739.118187,-43855.028612,-28667.763313
26.294784,-4740.310280,-43856.935961,-28668.049415
26.298812,-4740.691750,-43858.747942,-28667.572578
26.302840,-4741.454690,-43859.796984,-28668.383201
26.306868,-4742.551415,-43861.275180,-28669.718345
26.310896,-4742.026894,-43862.801059,-28671.721062
26.314924,-4742.217629,-43862.371905,-28673.151573
26.318952,-4742.074578,-43861.084445,-28675.011238
26.322980,-4739.833443,-43860.226138,-28676.394066
26.327008,-4740.119545,-43860.464556,-28677.300057
26.331036,-4742.980569,-43861.608966,-28676.155648
26.335064,-4742.789834,-43862.133487,-28675.392708
26.339092,-4742.837518,-43862.610324,-28675.678811
26.343120,-4745.174020,-43864.374621,-28675.583443
26.347148,-4745.269387,-43866.520389,-28676.107964
26.351176,-4743.981927,-43867.950901,-28678.206048
26.355204,-4744.363397,-43869.095310,-28679.445825
26.359232,-4745.793908,-43870.382770,-28679.255090
26.363260,-4745.507806,-43869.524463,-28678.206048
26.367288,-4745.984643,-43868.380054,-28677.204690
26.371316,-4746.413797,-43867.187961,-28676.012597
26.375344,-4746.270746,-43866.472705,-28674.963555
26.379372,-4746.652215,-43867.474063,-28675.345025
26.383400,-4747.176736,-43871.193394,-28677.633843
26.387428,-4747.081369,-43874.006733,-28679.016671
26.391456,-4745.984643,-43873.911366,-28680.494866
26.395484,-4746.366113,-43875.675663,-28682.688318
26.399512,-4745.889276,-43876.486287,-28681.973062
26.403540,-4744.792550,-43873.577580,-28679.731927
26.407568,-4744.029611,-43870.287403,-28676.870904
26.411596,-4743.695825,-43868.904575,-28673.151573
26.415624,-4742.551415,-43866.949542,-28669.575294
26.419652,-4743.075936,-43865.995868,-28668.097099
26.423680,-4743.505090,-43866.043552,-28668.669303
26.427708,-4743.123620,-43867.903217,-28668.812355
26.431736,-4744.268029,-43870.144352,-28669.622978
26.435764,-4745.364755,-43870.907291,-28669.813713
26.439792,-4743.743508,-43869.524463,-28668.860038
26.443820,-4743.314355,-43869.142994,-28667.095741
26.447848,-4744.077294,-43867.950901,-28666.332801
26.451876,-4743.838876,-43866.615756,-28666.428169
26.455904,-4742.217629,-43865.757449,-28665.236076
26.459932,-4743.648141,-43867.378696,-28665.617545
26.463960,-4742.932885,-43867.378696,-28664.854606
26.467988,-4742.265313,-43867.235645,-28665.522178
26.472016,-4741.836159,-43867.617114,-28665.045341
26.476044,-4743.075936,-43869.286045,-28665.569862
26.480072,-4743.457406,-43868.856891,-28666.905006
26.484100,-4744.506448,-43869.190677,-28668.478569
26.488128,-4744.315713,-43868.427738,-28668.240150
26.492156,-4743.362039,-43867.712482,-28667.524894
26.496184,-4742.599099,-43866.663440,-28667.906364
26.500212,-4741.597741,-43867.998584,-28667.477210
26.504240,-4741.073220,-43869.476780,-28666.523536
26.508268,-4742.026894,-43873.005375,-28667.524894
26.512296,-4742.456048,-43873.815998,-28668.144783
26.516324,-4742.789834,-43873.625263,-28667.191108
26.520352,-4741.597741,-43872.194752,-28666.285117
26.524380,-4741.931527,-43870.239719,-28666.523536
26.528408,-4741.597741,-43867.807849,-28665.140708
26.532436,-4741.216271,-43867.235645,-28663.996299
26.536464,-4740.596383,-43867.521747,-28663.805564
26.540492,-4740.501015,-43867.664798,-28663.471778
26.544520,-4738.593666,-43868.189319,-28663.662513
26.548548,-4738.832085,-43870.001301,-28663.900931
26.552576,-4739.642708,-43870.764240,-28664.616187
26.556604,-4740.071862,-43870.096668,-28664.568503
26.560632,-4739.261238,-43869.286045,-28665.093024
26.564660,-4740.691750,-43870.001301,-28664.568503
26.568688,-4740.739434,-43868.761524,-28664.282401
26.572716,-4740.787118,-43867.426380,-28663.757880
26.576744,-4739.833443,-43867.331012,-28664.043983
26.580772,-4740.262597,-43868.570789,-28664.473136
26.584800,-4738.355248,-43867.521747,-28663.996299
26.588828,-4737.544625,-43867.617114,-28663.853248
26.592856,-4737.639992,-43868.523105,-28665.379127
26.596884,-4738.212197,-43870.907291,-28666.285117
26.600912,-4738.879769,-43871.336445,-28665.999015
26.604940,-4739.738076,-43870.621189,-28664.806922
26.608968,-4738.212197,-43869.667515,-28663.519462
26.612996,-4738.784401,-43870.335087,-28662.184317
26.617024,-4741.025536,-43870.716556,-28661.564429
26.621052,-4742.169945,-43870.573505,-28661.087592
26.625080,-4741.550057,-43870.430454,-28663.042624
26.629108,-4741.454690,-43870.811924,-28664.616187
26.633136,-4739.833443,-43870.048984,-28664.473136
26.637164,-4737.973778,-43868.427738,-28662.708838
26.641192,-4736.638634,-43869.715198,-28661.135275
26.645220,-4737.115471,-43870.859608,-28658.941824
26.649248,-4738.545983,-43870.954975,-28657.225210
26.653276,-4738.879769,-43871.765598,-28657.082159
26.657304,-4738.307564,-43872.719273,-28658.655722
26.661332,-4737.878411,-43870.716556,-28659.466345
26.665360,-4738.259880,-43871.002659,-28660.086234
26.669388,-4738.259880,-43871.050342,-28661.182959
26.673416,-4738.593666,-43870.811924,-28660.610755
26.677444,-4738.498299,-43871.050342,-28659.037192
26.681472,-4738.736718,-43872.194752,-28657.320578
26.685500,-4739.308922,-43873.291477,-28655.985434
26.689528,-4738.021462,-43873.434529,-28652.885992
26.693556,-4735.732643,-43873.243794,-28651.264745
26.697584,-4736.257164,-43871.908649,-28650.311071
26.701612,-4736.543266,-43871.241077,-28650.597173
26.705640,-4734.492866,-43870.525822,-28650.787908
26.709668,-4734.063713,-43868.713840,-28651.026327
26.713696,-4735.160438,-43868.856891,-28651.074010
26.717724,-4734.254448,-43868.856891,-28651.264745
26.721752,-4734.159080,-43869.095310,-28651.503164
26.725780,-4735.398857,-43870.716556,-28651.121694
26.729808,-4737.639992,-43874.865040,-28652.456838
26.733836,-4738.450615,-43875.198826,-28653.124410
26.737864,-4739.738076,-43877.392277,-28653.362829
26.741892,-4740.691750,-43879.299626,-28653.601248
26.745920,-4740.977852,-43877.201543,-28654.602606
26.749948,-4739.738076,-43875.008091,-28654.888708
26.753976,-4740.787118,-43877.106175,-28655.794699
26.758004,-4739.213555,-43877.153859,-28656.891424
26.762032,-4738.069145,-43876.963124,-28657.225210
26.766060,-4737.401573,-43875.008091,-28657.034475
26.770088,-4737.687676,-43875.627980,-28656.176168
26.774116,-4736.400215,-43875.246510,-28655.174810
26.778144,-4737.735359,-43874.483570,-28654.221136
26.782172,-4737.449257,-43872.910008,-28653.648931
26.786200,-4739.356606,-43879.347310,-28654.173452
26.790228,-4738.498299,-43879.776463,-28656.796057
26.794256,-4738.927452,-43879.108891,-28659.275610
26.798284,-4739.976494,-43880.730138,-28663.090308
26.802312,-4742.408364,-43884.211050,-28666.523536
26.806340,-4743.266671,-43884.020315,-28668.478569
26.810368,-4744.744866,-43885.212408,-28669.193824
26.814396,-4743.791192,-43885.260091,-28668.812355
26.818424,-4742.885201,-43884.401784,-28665.855964
26.822452,-4740.739434,-43883.495794,-28663.662513
26.826480,-4740.119545,-43882.923589,-28661.707480
26.830508,-4739.642708,-43882.065282,-28659.227927
26.834536,-4741.263955,-43882.971273,-28658.131201
26.838564,-4740.787118,-43884.497152,-28659.895499
26.842592,-4742.742150,-43884.592519,-28662.088950
26.846620,-4743.362039,-43884.211050,-28664.520820
26.850648,-4744.220346,-43885.307775,-28666.046699
26.854676,-4744.029611,-43886.690603,-28668.192466
26.858704,-4744.172662,-43886.213766,-28667.667945
26.862732,-4742.456048,-43887.739645,-28665.522178
26.866760,-4742.360680,-43887.787329,-28663.948615
26.870788,-4742.599099,-43888.979422,-28664.187034
26.874816,-4741.168587,-43888.931738,-28662.804206
26.878844,-4741.311639,-43887.644278,-28662.232001
26.882872,-4741.883843,-43885.164724,-28661.802848
26.886900,-4739.881127,-43884.592519,-28660.944541
26.890928,-4738.784401,-43883.209691,-28659.132559
26.894956,-4739.356606,-43881.779180,-28658.178885
26.898984,-4739.165871,-43881.874547,-28657.129843
26.903012,-4737.878411,-43881.493077,-28657.463629
26.907040,-4739.404290,-43881.874547,-28657.892782
26.911068,-4739.547341,-43880.682454,-28658.655722
26.915096,-4740.691750,-43881.159291,-28660.086234
26.919124,-4741.740792,-43884.640203,-28661.373694
26.923152,-4742.217629,-43885.593878,-28661.135275
26.927180,-4741.168587,-43884.163366,-28659.275610
26.931208,-4741.073220,-43886.118398,-28658.512671
26.935236,-4739.213555,-43885.212408,-28656.462271
26.939264,-4738.307564,-43882.685170,-28653.744299
26.943292,-4739.451973,-43883.257375,-28652.075368
26.947320,-4739.165871,-43883.686529,-28652.838308
26.951348,-4740.214913,-43884.306417,-28653.029043
26.955376,-4740.453332,-43884.544836,-28652.599889
26.959404,-4739.595025,-43882.732854,-28652.313787
26.963432,-4739.261238,-43881.922231,-28652.552206
26.967460,-4739.165871,-43882.160650,-28652.552206
26.971488,-4739.595025,-43882.208333,-28652.742941
26.975516,-4742.408364,-43884.449468,-28654.888708
26.979544,-4746.938318,-43889.313208,-28662.613471
26.983572,-4752.135843,-43896.894920,-28675.201973
26.987600,-4759.908290,-43908.100594,-28691.319071
26.991628,-4767.871471,-43916.969766,-28707.817639
26.995656,-4773.498151,-43924.265376,-28722.170439
26.999684,-4776.645276,-43928.938380,-28729.322997
27.003712,-4776.597592,-43927.126399,-28727.606383
27.007740,-4772.496792,-43919.973841,-28718.212690
27.011768,-4765.201183,-43911.533822,-28704.956616
27.015796,-4759.193034,-43904.858101,-28691.748225
27.019824,-4754.996867,-43899.422157,-28681.114755
27.023852,-4751.563639,-43895.225989,-28672.865471
27.027880,-4749.894708,-43893.938529,-28666.714271
27.031908,-4747.891992,-43893.175589,-28663.614829
27.035936,-4746.652215,-43891.268240,-28661.755164
27.039964,-4745.221704,-43889.885412,-28659.323294
27.043992,-4744.506448,-43888.550268,-28658.226568
27.048020,-4744.029611,-43886.499868,-28658.512671
27.052048,-4744.744866,-43885.546194,-28657.654364
27.056076,-4743.648141,-43883.400426,-28656.557638
27.060104,-4743.266671,-43881.350026,-28654.936392
27.064132,-4742.169945,-43881.063924,-28653.553564
27.068160,-4741.311639,-43880.682454,-28652.170736
27.072188,-4740.501015,-43882.065282,-28652.075368
27.076216,-4742.026894,-43885.117040,-28652.123052
27.080244,-4742.122262,-43886.929022,-28654.221136
27.084272,-4743.552773,-43886.976705,-28656.509955
27.088300,-4746.223062,-43888.216482,-28659.227927
27.092328,-4747.987360,-43888.359533,-28661.421378
27.096356,-4747.844308,-43887.358175,-28662.851889
27.100384,-4748.368829,-43886.023031,-28662.994941
27.104412,-4747.272104,-43885.593878,-28661.850531
27.108440,-4745.841592,-43883.781896,-28659.609396
27.112468,-4745.078653,-43881.826864,-28658.083517
27.116496,-4745.030969,-43883.114324,-28658.512671
27.120524,-4745.984643,-43884.926305,-28658.798773
27.124552,-4747.558206,-43886.690603,-28659.847815
27.128580,-4746.127694,-43888.121115,-28661.850531
27.132608,-4746.127694,-43889.265524,-28662.327369
27.136636,-4745.793908,-43887.835012,-28661.516745
27.140664,-4745.793908,-43888.168798,-28662.279685
27.144692,-4745.030969,-43887.596594,-28662.232001
27.148720,-4746.699899,-43887.596594,-28661.707480
27.152748,-4747.033685,-43887.215124,-28662.756522
27.156776,-4748.130411,-43888.311850,-28662.994941
27.160804,-4748.559564,-43889.074789,-28663.137992
27.164832,-4748.941034,-43891.649710,-28665.093024
27.168860,-4749.608606,-43893.414008,-28667.048057
27.172888,-4748.893350,-43894.319999,-28666.618903
27.176916,-4749.084085,-43893.509375,-28668.287834
27.180944,-4748.273462,-43891.220557,-28669.050773
27.184972,-4747.796625,-43888.884054,-28668.860038
27.189000,-4747.605890,-43888.121115,-28669.289192
27.193028,-4749.274820,-43887.262808,-28670.528969
27.197056,-4748.225778,-43887.024389,-28670.528969
27.201084,-4749.036401,-43888.788687,-28672.960838
27.205112,-4751.086801,-43890.552985,-28675.201973
27.209140,-4751.420587,-43891.697394,-28676.537118
27.213168,-4750.848383,-43892.841803,-28678.253732
27.217196,-4754.233927,-43894.510733,-28680.590234
27.221224,-4753.995508,-43894.796836,-28678.921304
27.225252,-4753.089518,-43893.938529,-28678.015313
27.229280,-4752.994150,-43892.364966,-28676.918587
27.233308,-4754.090876,-43891.983496,-28676.155648
27.237336,-4751.754374,-43891.649710,-28676.155648
27.241364,-4752.612681,-43892.221915,-28678.062997
27.245392,-4753.280253,-43893.080222,-28678.921304
27.249420,-4753.709406,-43893.461692,-28679.064355
27.253448,-4752.088160,-43893.461692,-28678.635201
27.257476,-4752.755732,-43894.510733,-28677.538476
27.261504,-4751.992792,-43892.698752,-28676.489434
27.265532,-4750.896067,-43889.742361,-28675.249657
27.269560,-4749.036401,-43887.930380,-28673.914513
27.273588,-4749.274820,-43888.693319,-28672.484001
27.277616,-4749.274820,-43886.642919,-28669.622978
27.281644,-4748.416513,-43885.879980,-28665.855964
27.285672,-4747.272104,-43885.832296,-28662.756522
27.289700,-4748.273462,-43886.261450,-28660.181601
27.293728,-4748.702615,-43883.257375,-28658.798773
27.297756,-4747.987360,-43882.112966,-28659.180243
27.301784,-4747.748941,-43881.063924,-28659.418662
27.305812,-4749.417871,-43881.922231,-28659.418662
27.309840,-4749.084085,-43880.777822,-28659.847815
27.313868,-4749.560922,-43881.636129,-28660.229285
27.317896,-4750.180811,-43882.780538,-28660.181601
27.321924,-4749.656290,-43882.446752,-28659.943182
27.325952,-4748.464197,-43881.397710,-28660.467703
27.329980,-4747.748941,-43881.397710,-28660.467703
27.334008,-4745.984643,-43880.205617,-28658.798773
27.338036,-4744.315713,-43877.344594,-28658.035834
27.342064,-4743.123620,-43876.772389,-28657.558996
27.346092,-4743.171304,-43876.104817,-28657.034475
27.350120,-4744.124978,-43876.677022,-28658.035834
27.354148,-4744.792550,-43877.964482,-28660.563071
27.358176,-4745.317071,-43878.393636,-28661.135275
27.362204,-4746.604532,-43878.393636,-28661.421378
27.366232,-4745.030969,-43879.013524,-28660.706122
27.370260,-4744.697183,-43878.822789,-28661.278327
27.374288,-4745.507806,-43878.393636,-28661.612113
27.378316,-4745.889276,-43879.251943,-28662.518103
27.382344,-4746.461480,-43879.251943,-28663.090308
27.386372,-4747.653573,-43878.059850,-28664.234717
27.390400,-4747.367471,-43876.820073,-28663.328727
27.394428,-4746.461480,-43874.865040,-28661.516745
27.398456,-4745.412439,-43873.577580,-28658.941824
27.402484,-4745.746225,-43874.912724,-28658.321936
27.406512,-4747.272104,-43875.675663,-28658.655722
27.410540,-4748.035043,-43877.821431,-28659.466345
27.414568,-4748.988718,-43880.205617,-28661.182959
27.418596,-4749.656290,-43880.491719,-28662.756522
27.422624,-4748.797983,-43879.061208,-28664.282401
27.426652,-4747.367471,-43878.489003,-28664.568503
27.430680,-4747.748941,-43876.152501,-28664.520820
27.434708,-4747.653573,-43874.674305,-28663.900931
27.438736,-4747.748941,-43875.627980,-28663.710196
27.442764,-4748.368829,-43876.963124,-28663.424094
27.446792,-4749.370187,-43877.726063,-28662.518103
27.450820,-4748.511880,-43878.632054,-28661.993582
27.454848,-4747.748941,-43879.871831,-28662.422736
27.458876,-4747.891992,-43880.396352,-28663.757880
27.462904,-4747.987360,-43878.918156,-28662.470420
27.466932,-4748.178094,-43878.536687,-28662.422736
27.470960,-4749.513239,-43878.250584,-28662.947257
27.474988,-4751.182169,-43877.153859,-28662.708838
27.479016,-4753.804774,-43877.010808,-28662.470420
27.483044,-4753.757090,-43877.583012,-28662.613471
27.487072,-4752.755732,-43876.533970,-28661.135275
27.491100,-4751.945108,-43875.103459,-28659.943182
27.495128,-4750.943750,-43875.151142,-28659.418662
27.499156,-4748.941034,-43874.769673,-28659.084875
27.503184,-4749.274820,-43876.009449,-28659.752448
27.507212,-4750.228494,-43877.010808,-28660.896857
27.511240,-4748.702615,-43877.726063,-28660.133917
27.515268,-4747.415155,-43876.438603,-28659.370978
27.519296,-4745.698541,-43873.672947,-28657.225210
27.523324,-4745.174020,-43870.716556,-28655.794699
27.527352,-4744.649499,-43868.952259,-28655.508596
27.531380,-4746.366113,-43869.095310,-28656.509955
27.535408,-4748.130411,-43868.570789,-28657.940466
27.539436,-4751.706690,-43871.670231,-28660.706122
27.543464,-4752.946467,-43874.102101,-28662.136634
27.547492,-4753.900141,-43875.914082,-28663.281043
27.551520,-4754.424662,-43877.153859,-28664.616187
27.555548,-4755.664439,-43880.062566,-28664.997657
27.559576,-4755.426020,-43878.822789,-28664.568503
27.563604,-4754.233927,-43877.344594,-28664.520820
27.567632,-4754.663081,-43875.341877,-28664.616187
27.571660,-4754.567713,-43872.862324,-28662.899573
27.575688,-4753.375620,-43869.810566,-28660.896857
27.579716,-4751.515955,-43869.429096,-28659.514029
27.583744,-4752.421946,-43869.953617,-28659.132559
27.587772,-4751.325220,-43872.051701,-28658.560355
27.591800,-4750.609964,-43872.957691,-28660.086234
27.595828,-4751.039118,-43874.292836,-28662.708838
27.599856,-4751.754374,-43873.720631,-28664.234717
27.603884,-4752.040476,-43872.290119,-28665.045341
27.607912,-4754.090876,-43870.668873,-28666.380485
27.611940,-4755.378336,-43870.764240,-28666.380485
27.615968,-4755.616755,-43870.907291,-28665.379127
27.619996,-4755.855174,-43871.241077,-28665.522178
27.624024,-4755.664439,-43872.337803,-28666.142066
27.628052,-4754.710764,-43872.671589,-28664.806922
27.632080,-4755.282969,-43873.625263,-28665.474494
27.636108,-4755.473704,-43874.531254,-28664.473136
27.640136,-4754.949183,-43875.771031,-28663.519462
27.644164,-4756.808848,-43875.151142,-28662.851889
27.648192,-4757.571788,-43874.006733,-28662.041266
27.652220,-4756.808848,-43871.098026,-28659.227927
27.656248,-4757.381053,-43868.189319,-28659.323294
27.660276,-4758.477778,-43867.426380,-28658.846457
27.664304,-4756.141276,-43868.475421,-28656.986792
27.668332,-4755.282969,-43870.382770,-28656.700689
27.672360,-4755.664439,-43872.671589,-28656.986792
27.676388,-4755.855174,-43875.198826,-28657.368262
27.680416,-4756.570429,-43874.054417,-28657.415945
27.684444,-4758.287043,-43872.910008,-28657.463629
27.688472,-4760.099025,-43872.528538,-28658.226568
27.692500,-4759.669871,-43871.336445,-28658.798773
27.696528,-4758.525462,-43870.573505,-28658.798773
27.700556,-4756.475062,-43871.574863,-28659.704764
27.704584,-4757.905574,-43872.910008,-28661.802848
27.708612,-4756.999583,-43872.910008,-28662.804206
27.712640,-4757.619471,-43874.483570,-28664.282401
27.716668,-4758.000941,-43872.862324,-28664.663871
27.720696,-4759.812922,-43871.288761,-28664.997657
27.724724,-4758.668513,-43871.336445,-28665.379127
27.728752,-4758.573146,-43871.908649,-28665.569862
27.732780,-4759.383769,-43871.956333,-28664.759238
27.736808,-4759.669871,-43873.672947,-28663.948615
27.740836,-4759.765239,-43875.246510,-28662.613471
27.744864,-4759.908290,-43874.626622,-28660.944541
27.748892,-4759.717555,-43873.053059,-28659.323294
27.752920,-4758.477778,-43870.001301,-28657.082159
27.756948,-4757.285685,-43868.856891,-28656.080801
27.760976,-4755.521388,-43868.761524,-28654.888708
27.765004,-4753.614039,-43866.568073,-28654.173452
27.769032,-4751.897425,-43865.375980,-28653.887350
27.773060,-4751.754374,-43866.806491,-28655.127127
27.777088,-4752.946467,-43866.568073,-28655.222494
27.781116,-4753.947825,-43865.519031,-28655.317861
27.785144,-4754.376978,-43864.851459,-28654.221136
27.789172,-4755.902857,-43864.851459,-28652.981359
27.793200,-4754.949183,-43863.516314,-28651.741582
27.797228,-4752.755732,-43862.658007,-28651.360113
27.801256,-4753.137201,-43862.514956,-28651.360113
27.805284,-4753.375620,-43862.801059,-28651.264745
27.809312,-4751.563639,-43863.277896,-28651.360113
27.813340,-4752.708048,-43863.850100,-28651.169378
27.817368,-4754.758448,-43864.708407,-28650.501806
27.821396,-4754.472346,-43863.993152,-28649.595815
27.825424,-4754.424662,-43864.899142,-28649.500447
27.829452,-4756.522746,-43864.899142,-28649.548131
27.833480,-4756.665797,-43863.897784,-28649.595815
27.837508,-4757.190318,-43864.469989,-28649.405080
27.841536,-4757.381053,-43864.803775,-28649.357396
27.845564,-4759.669871,-43865.948184,-28651.121694
27.849592,-4763.055416,-43870.048984,-28656.939108
27.853620,-4769.731137,-43877.726063,-28668.478569
27.857648,-4777.074430,-43884.973989,-28685.024820
27.861676,-4785.228346,-43893.890845,-28702.524746
27.865704,-4791.284179,-43902.521599,-28718.069639
27.869732,-4793.763732,-43907.242287,-28726.366607
27.873760,-4791.999434,-43906.574715,-28725.269881
27.877788,-4786.325072,-43901.138771,-28715.685453
27.881816,-4778.791044,-43892.126547,-28701.857174
27.885844,-4772.592160,-43883.924947,-28689.268671
27.889872,-4767.919155,-43876.200184,-28678.539834
27.893900,-4764.056774,-43870.192035,-28669.909080
27.897928,-4761.720271,-43866.186603,-28665.903648
27.901956,-4762.435527,-43866.997226,-28664.425452
27.905984,-4761.672588,-43867.092594,-28661.373694
27.910012,-4760.623546,-43866.472705,-28659.514029
27.914040,-4760.099025,-43865.805133,-28659.609396
27.918068,-4761.815639,-43866.711124,-28659.323294
27.922096,-4760.766597,-43866.091235,-28660.372336
27.926124,-4760.194392,-43863.087161,-28661.326010
27.930152,-4759.717555,-43861.847384,-28662.041266
27.934180,-4760.623546,-43862.038119,-28662.279685
27.938208,-4758.954615,-43861.704333,-28663.281043
27.942236,-4759.049983,-43860.702975,-28662.232001
27.946264,-4758.668513,-43859.749300,-28660.753806
27.950292,-4759.622188,-43859.940035,-28660.276969
27.954320,-4759.002299,-43860.178454,-28660.515387
27.958348,-4759.288402,-43859.558566,-28659.132559
27.962376,-4759.717555,-43860.083087,-28658.464987
27.966404,-4760.718913,-43862.514956,-28659.466345
27.970432,-4760.432811,-43861.370547,-28660.229285
27.974460,-4760.623546,-43860.750659,-28659.847815
27.978488,-4760.814281,-43860.893710,-28658.989508
27.982516,-4760.766597,-43860.512240,-28659.275610
27.986544,-4761.243434,-43859.749300,-28659.895499
27.990572,-4761.148067,-43860.321505,-28660.038550
27.994600,-4761.291118,-43860.130770,-28660.133917
27.998628,-4761.291118,-43861.513598,-28661.516745
28.002656,-4761.672588,-43862.991794,-28662.375052
28.006684,-4761.720271,-43863.087161,-28662.661155
28.010712,-4761.148067,-43862.514956,-28662.899573
28.014740,-4760.671229,-43863.087161,-28662.804206
28.018768,-4761.958690,-43860.750659,-28662.088950
28.022796,-4762.530895,-43858.700259,-28661.564429
28.026824,-4763.675304,-43858.795626,-28661.898215
28.030852,-4765.248867,-43861.084445,-28662.899573
28.034880,-4766.965481,-43862.181170,-28664.902289
28.038908,-4767.871471,-43864.708407,-28667.572578
28.042936,-4767.442318,-43865.519031,-28669.241508
28.046964,-4767.490002,-43864.708407,-28670.672020
28.050992,-4769.111248,-43864.803775,-28672.627052
28.055020,-4769.158932,-43864.946826,-28673.437676
28.059048,-4770.160290,-43864.756091,-28674.486718
28.063076,-4771.495434,-43865.852817,-28675.535759
28.067104,-4771.733853,-43865.709766,-28674.772820
28.071132,-4771.018597,-43865.089877,-28673.103890
28.075160,-4771.161648,-43865.328296,-28673.866829
28.079188,-4770.732495,-43865.280612,-28674.248299
28.083216,-4770.684811,-43864.565356,-28675.201973
28.087244,-4770.780178,-43866.234287,-28678.158364
28.091272,-4771.209332,-43866.854175,-28679.493508
28.095300,-4772.353741,-43867.235645,-28679.016671
28.099328,-4773.212048,-43869.333728,-28677.872262
28.103356,-4774.880978,-43870.430454,-28677.252373
28.107384,-4776.502225,-43869.953617,-28675.011238
28.111412,-4776.931378,-43868.380054,-28673.056206
28.115440,-4777.885053,-43867.378696,-28671.816429
28.119468,-4778.171155,-43865.423663,-28671.339592
28.123496,-4777.408216,-43864.517673,-28670.576652
28.127524,-4776.597592,-43865.328296,-28670.052131
28.131552,-4775.882337,-43866.854175,-28669.956764
28.135580,-4774.165723,-43865.185245,-28668.621620
28.139608,-4771.209332,-43862.658007,-28667.715629
28.143636,-4770.017239,-43860.702975,-28665.474494
28.147664,-4768.920513,-43858.318789,-28661.993582
28.151692,-4768.586727,-43856.602175,-28659.657080
28.155720,-4767.490002,-43855.743868,-28657.463629
28.159748,-4768.395992,-43854.408724,-28654.793341
28.163776,-4768.252941,-43853.359682,-28654.030401
28.167804,-4767.633053,-43853.836519,-28654.602606
28.171832,-4766.011806,-43851.595384,-28654.602606
28.175860,-4764.628978,-43849.926454,-28654.030401
28.179888,-4764.676662,-43850.260240,-28653.744299
28.183916,-4764.724346,-43850.927812,-28654.125768
28.187944,-4764.581295,-43850.117189,-28654.411871
28.191972,-4765.916439,-43851.404649,-28655.317861
28.196000,-4767.871471,-43852.835161,-28657.225210
28.200028,-4767.966839,-43854.599459,-28658.226568
28.204056,-4768.205257,-43854.885561,-28657.654364
28.208084,-4768.062206,-43855.600817,-28657.845099
28.212112,-4767.251583,-43855.982286,-28656.605322
28.216140,-4767.871471,-43856.697542,-28656.176168
28.220168,-4768.109890,-43856.125338,-28657.177527
28.224196,-4767.823788,-43855.362398,-28658.703406
28.228224,-4768.491360,-43854.742510,-28660.133917
28.232252,-4769.445034,-43854.074938,-28662.232001
28.236280,-4767.156216,-43853.693468,-28663.376410
28.240308,-4767.203899,-43853.693468,-28663.471778
28.244336,-4766.822430,-43852.739793,-28662.422736
28.248364,-4766.202541,-43850.784761,-28661.087592
28.252392,-4765.773388,-43851.166231,-28659.466345
28.256420,-4766.488643,-43850.784761,-28658.417303
28.260448,-4765.630336,-43850.212556,-28657.940466
28.264476,-4765.344234,-43850.689393,-28657.177527
28.268504,-4765.487285,-43851.213914,-28657.225210
28.272532,-4765.725704,-43851.881486,-28657.225210
28.276560,-4764.438243,-43851.500017,-28656.605322
28.280588,-4765.773388,-43852.453691,-28656.223852
28.284616,-4765.487285,-43852.930528,-28656.319220
28.288644,-4765.678020,-43853.359682,-28655.651648
28.292672,-4765.964123,-43852.119905,-28655.174810
28.296700,-4767.394634,-43850.784761,-28654.650289
28.300728,-4764.772029,-43848.686677,-28653.839666
28.304756,-4764.295192,-43848.543626,-28653.982717
28.308784,-4764.104457,-43847.876054,-28655.079443
